file_name,VirtualProtectEx,HttpSendRequestW,NtFreeVirtualMemory,CreateThread,LdrLoadDll,SetEndOfFile,UuidCreate,SetFilePointer,NtProtectVirtualMemory,CryptAcquireContextW,MessageBoxTimeoutW,NtWriteVirtualMemory,CreateDirectoryW,NtCreateKey,WriteProcessMemory,LdrUnloadDll,ReadProcessMemory,NtSetInformationFile,NtTerminateProcess,NtWriteFile,VirtualFreeEx,NtSetContextThread,CoInitializeSecurity,NtResumeThread,InternetCloseHandle,NtClose,NtReadVirtualMemory,LookupPrivilegeValueW,GetDiskFreeSpaceExW,OpenServiceA,NtOpenKey,GetSystemTimeAsFileTime,NtDelayExecution,GetVolumePathNameW,NtQueryValueKey,FindResourceExA,GetFileAttributesW,FindResourceExW,NtGetContextThread,GetCursorPos,NtOpenDirectoryObject,getaddrinfo,NtReadFile,SearchPathW,GetSystemMetrics,GetSystemDirectory,label,source
wannacry_84.exe,10,39,32,56,71,11,58,30,63,276,52,72,79,37,260,61,29,10,23,571,75,88,91,38,75,100,8,8,9,19,26,10,25,8,30,16,30,18,12,20,2,16,4,7,30,15,1,WannaCry
cerber_36.exe,62,53,55,38,43,76,54,36,76,123,98,59,28,55,45,34,44,11,34,428,59,33,43,39,31,35,11,18,10,12,22,22,11,28,3,12,5,20,28,12,11,19,24,24,6,24,1,Cerber
wannacry_82.exe,28,84,46,134,47,56,12,44,14,290,47,64,66,44,393,74,32,13,60,361,14,89,76,68,33,34,14,20,8,10,28,1,11,12,18,26,14,16,4,22,25,21,19,9,28,14,1,WannaCry
system_91.exe,30,25,8,39,10,12,34,12,17,2,13,24,7,23,2,18,34,3,33,52,25,11,14,27,33,20,29,34,25,6,47,29,13,33,18,50,15,22,27,44,45,36,31,8,23,25,0,System
utility_89.exe,30,24,15,37,38,2,40,40,1,3,32,20,33,13,17,19,19,26,25,60,31,1,39,17,3,40,5,7,35,24,47,7,42,7,48,37,40,49,46,38,9,5,18,35,23,17,0,Utility
game_94.exe,1,40,25,32,2,8,8,2,3,4,30,21,18,24,35,38,26,31,31,77,17,21,19,26,3,0,18,25,39,6,50,21,48,11,7,9,20,37,10,37,34,37,66,34,42,19,0,Game
teslacrypt_23.exe,37,95,100,37,99,240,91,99,11,198,99,90,56,174,334,35,37,34,33,44,75,73,50,44,45,41,11,1,5,26,14,28,21,28,17,10,15,19,9,1,23,16,13,7,18,2,1,TeslaCrypt
cerber_73.exe,15,96,16,27,64,27,33,90,109,128,35,49,12,45,11,44,79,32,61,491,24,43,11,83,18,40,3,7,1,11,11,9,26,1,28,1,16,28,2,12,8,1,5,14,26,21,1,Cerber
office_19.exe,5,25,5,35,39,34,9,39,40,5,30,2,40,39,28,39,29,37,18,70,28,32,5,33,15,26,25,50,42,39,39,28,31,16,11,50,38,29,38,31,28,33,34,38,37,30,0,Office
system_16.exe,0,13,29,21,39,33,11,15,21,3,30,34,15,1,28,13,36,29,33,37,11,31,6,9,30,9,20,28,50,50,46,38,45,13,20,6,21,20,40,19,41,29,28,42,46,12,0,System
system_22.exe,17,36,6,10,21,22,15,14,31,2,15,25,27,14,12,37,9,9,5,52,37,6,28,27,14,18,30,23,40,24,23,34,33,32,49,37,47,32,50,33,35,20,62,8,39,25,0,System
wannacry_5.exe,42,79,64,132,90,79,64,82,31,191,77,53,23,59,206,10,70,97,13,465,46,93,17,67,70,13,18,1,19,17,19,11,13,6,7,28,30,29,1,7,17,25,22,7,14,6,1,WannaCry
utility_31.exe,14,21,38,30,7,33,16,34,10,0,33,1,2,16,31,11,16,23,25,62,26,10,25,12,37,1,16,13,28,45,44,7,28,44,42,33,7,30,23,31,36,23,21,44,8,25,0,Utility
teslacrypt_90.exe,70,84,88,73,97,195,90,76,71,174,60,47,20,80,203,22,35,18,70,94,74,36,37,66,79,82,29,11,8,4,17,6,25,26,3,13,16,20,28,6,23,25,19,6,5,20,1,TeslaCrypt
wannacry_97.exe,85,79,95,65,73,40,24,83,24,103,31,52,48,36,261,31,77,39,61,427,41,84,74,96,52,60,20,5,25,28,1,5,2,22,14,28,17,19,2,23,22,19,6,8,22,15,1,WannaCry
cerber_16.exe,91,92,67,63,78,49,94,54,131,180,55,15,44,44,19,40,31,74,72,327,99,16,24,46,91,24,15,30,2,4,4,7,27,5,30,7,16,4,27,6,4,7,18,22,26,25,1,Cerber
cerber_107.exe,46,118,64,69,49,54,12,14,170,192,91,53,76,83,71,25,38,21,75,200,46,43,74,77,66,98,16,20,20,3,13,21,13,12,11,6,6,25,24,21,1,18,25,7,26,30,1,Cerber
game_68.exe,15,1,4,12,33,0,1,23,2,4,16,6,20,29,10,16,35,16,26,30,21,20,33,7,5,4,27,21,50,36,27,46,18,5,10,47,7,11,26,9,45,33,12,48,25,22,0,Game
utility_98.exe,25,2,2,17,38,35,0,27,30,3,25,8,31,5,12,25,40,40,30,12,1,1,12,19,11,25,30,35,22,47,5,28,9,31,23,44,8,45,24,24,17,18,71,29,26,32,0,Utility
teslacrypt_5.exe,73,49,33,41,79,169,70,73,17,174,43,50,53,159,367,34,68,64,42,16,39,69,10,68,34,47,28,21,5,2,27,22,10,13,14,7,23,20,7,12,23,9,20,24,22,11,1,TeslaCrypt
browser_31.exe,17,12,2,10,6,26,5,13,40,1,26,34,13,36,8,7,10,24,0,37,25,39,38,24,16,27,42,46,22,46,34,28,30,42,22,47,37,18,21,23,28,11,78,45,37,44,0,Browser
teslacrypt_6.exe,71,23,52,33,52,204,93,61,48,209,94,86,75,117,185,68,81,11,13,19,97,38,66,28,60,47,28,26,20,7,8,29,2,23,21,28,5,10,23,19,25,19,20,27,13,3,1,TeslaCrypt
teslacrypt_115.exe,44,55,25,93,27,216,28,74,68,238,22,40,79,197,292,65,97,34,65,39,21,13,61,19,97,79,20,29,12,13,9,25,1,4,11,21,13,18,8,16,3,11,21,14,30,1,1,TeslaCrypt
wannacry_118.exe,48,73,57,108,75,16,68,81,44,160,10,68,75,91,247,44,20,51,84,429,33,43,38,35,26,70,13,17,15,8,4,24,13,15,24,26,14,16,26,1,19,22,27,11,6,6,1,WannaCry
system_0.exe,17,19,5,28,35,13,1,26,11,0,1,32,31,12,2,6,35,21,21,50,26,15,36,6,3,33,26,12,17,12,27,34,28,6,23,41,27,36,19,14,15,18,67,33,19,48,0,System
cerber_0.exe,55,83,22,61,23,17,23,42,165,91,82,75,98,12,61,96,47,14,48,463,21,77,31,43,50,66,23,15,6,28,23,17,23,19,29,18,4,27,6,12,14,9,23,18,15,5,1,Cerber
office_23.exe,18,7,3,16,1,3,35,33,33,1,12,0,39,32,34,27,29,39,12,67,4,11,36,0,27,13,41,13,22,46,20,24,26,43,23,41,22,8,21,14,39,39,61,30,25,50,0,Office
wannacry_9.exe,17,97,62,94,15,82,21,78,60,145,31,66,74,58,250,79,57,11,16,355,70,98,90,57,52,33,28,21,1,22,22,19,19,29,20,11,12,13,1,19,26,24,15,7,26,26,1,WannaCry
locky_71.exe,132,98,94,36,94,25,28,183,76,178,40,161,35,18,15,13,48,15,19,50,29,23,76,34,98,95,3,24,16,9,26,30,2,7,19,2,11,15,29,29,18,17,23,22,16,23,1,Locky
browser_3.exe,33,15,38,3,21,9,36,15,37,2,22,33,13,3,24,30,8,2,4,64,26,30,4,4,6,7,31,22,39,21,15,6,5,43,22,10,45,23,29,37,34,32,57,11,11,26,0,Browser
wannacry_81.exe,47,73,79,78,30,19,50,94,11,236,17,81,58,68,214,50,29,35,12,523,71,26,60,79,57,65,27,13,28,24,8,12,27,12,11,18,11,25,24,3,24,23,9,4,11,25,1,WannaCry
utility_83.exe,33,13,26,13,35,4,9,31,2,2,8,33,14,14,9,40,25,4,28,28,36,36,16,18,32,27,23,20,6,48,21,5,47,24,32,13,23,34,15,10,48,46,74,12,44,29,0,Utility
office_87.exe,15,31,21,11,13,35,5,29,14,2,31,16,21,40,32,39,28,24,12,38,11,14,29,11,24,21,42,32,13,30,11,18,43,33,45,29,27,34,48,46,6,35,25,44,24,36,0,Office
utility_97.exe,13,21,4,37,3,31,38,7,0,4,10,2,8,22,25,35,6,1,29,29,28,7,8,9,16,16,48,47,18,22,44,44,20,35,14,42,7,50,31,22,13,31,10,31,18,22,0,Utility
locky_114.exe,109,72,46,78,17,80,31,110,58,201,40,182,100,77,54,66,61,88,37,83,63,61,81,25,23,58,8,8,13,20,28,12,13,25,3,12,23,15,25,1,27,24,5,27,5,2,1,Locky
cerber_40.exe,42,54,78,85,49,53,69,99,79,122,17,53,12,39,58,43,75,48,99,351,40,43,90,31,87,93,3,12,20,9,28,28,2,2,10,29,19,20,12,9,10,26,26,18,25,27,1,Cerber
locky_86.exe,129,16,52,36,53,55,93,208,58,194,24,279,56,81,50,78,71,76,11,91,52,77,84,13,64,39,22,23,22,2,11,3,26,18,14,27,21,16,23,13,29,26,29,26,19,17,1,Locky
utility_17.exe,38,15,21,27,12,11,12,31,14,3,18,22,39,28,2,22,19,2,12,61,25,4,7,40,0,4,11,49,29,47,25,50,22,43,49,11,47,35,28,27,13,25,37,34,10,24,0,Utility
cerber_109.exe,85,116,85,80,10,10,86,76,182,280,61,78,76,42,26,31,13,81,16,184,17,15,100,52,83,83,17,7,20,16,18,24,28,17,28,18,27,13,14,20,16,9,18,13,1,22,1,Cerber
teslacrypt_74.exe,19,68,97,41,100,134,73,64,38,138,95,80,100,188,294,100,18,10,90,84,11,31,44,22,21,17,4,28,22,3,12,9,28,9,17,12,25,15,8,20,13,18,6,23,5,15,1,TeslaCrypt
locky_102.exe,72,81,95,40,78,100,73,338,31,228,70,181,17,75,65,99,39,72,52,35,20,13,62,28,49,37,29,30,15,29,3,9,19,23,28,13,3,19,16,20,8,3,12,24,6,17,1,Locky
system_50.exe,13,35,19,39,31,8,0,14,0,0,17,14,27,40,7,27,18,31,31,21,16,11,3,27,27,21,18,27,14,26,41,43,44,20,26,40,27,31,13,37,25,32,11,26,24,18,0,System
system_46.exe,25,7,11,29,1,20,25,16,31,2,35,8,1,10,29,6,32,21,3,51,8,4,3,35,28,23,14,45,22,23,27,44,34,32,36,31,8,24,23,34,17,48,10,5,41,50,0,System
utility_96.exe,40,8,27,11,15,16,17,14,39,2,4,16,35,27,34,12,29,7,24,33,40,31,30,0,24,15,18,40,25,29,27,42,25,16,46,23,28,39,49,12,38,36,53,16,20,42,0,Utility
office_1.exe,0,2,36,22,26,1,9,32,25,0,24,32,23,15,3,22,35,15,6,56,35,12,14,21,35,6,5,42,27,16,38,17,26,9,27,19,30,33,49,48,26,29,68,49,18,17,0,Office
teslacrypt_89.exe,74,93,22,59,33,192,85,68,86,135,85,38,65,166,188,75,33,82,61,32,19,99,32,87,83,78,5,27,30,28,16,26,13,7,28,23,10,6,24,7,7,29,12,13,6,17,1,TeslaCrypt
cerber_112.exe,87,64,65,82,97,51,76,92,194,166,87,32,21,38,38,54,38,93,46,355,17,89,43,18,15,22,21,7,21,29,29,22,7,28,17,29,22,4,24,9,24,18,26,7,21,13,1,Cerber
teslacrypt_93.exe,10,46,77,36,30,184,83,77,99,119,41,31,61,104,268,11,95,37,77,71,76,75,18,66,57,100,5,17,1,29,22,22,24,10,14,15,1,23,5,6,13,24,3,25,15,8,1,TeslaCrypt
system_35.exe,9,24,20,11,22,7,38,36,26,5,20,21,30,3,5,8,36,5,40,38,18,2,28,31,29,39,30,39,25,38,47,13,45,22,48,29,35,13,36,44,27,50,11,21,39,36,0,System
teslacrypt_53.exe,11,59,77,37,55,246,65,91,91,277,91,35,96,94,320,60,66,28,56,99,37,58,33,66,44,12,29,21,17,30,17,30,3,26,1,20,7,21,13,5,25,21,24,16,15,2,1,TeslaCrypt
wannacry_7.exe,81,86,69,78,50,91,19,55,59,204,99,50,54,92,316,65,11,66,71,451,36,32,47,89,83,90,10,13,3,18,9,3,2,3,28,17,23,29,9,1,22,15,20,14,1,24,1,WannaCry
locky_30.exe,135,52,56,43,24,22,67,155,97,116,17,169,89,34,100,33,70,75,30,74,17,46,10,71,71,79,17,24,24,18,18,20,23,6,13,18,2,19,21,3,24,22,10,16,23,1,1,Locky
office_41.exe,26,23,40,36,22,28,24,2,21,4,39,37,27,33,20,23,18,24,33,16,32,34,26,8,14,0,13,44,49,10,7,15,13,14,24,31,27,20,43,47,5,46,33,9,25,18,0,Office
teslacrypt_65.exe,40,56,47,84,54,212,53,37,61,114,33,55,26,197,276,81,26,74,35,14,47,31,20,35,92,51,2,19,17,17,7,20,10,13,11,29,20,1,22,2,6,8,24,21,11,7,1,TeslaCrypt
teslacrypt_107.exe,68,81,74,69,84,120,25,99,30,237,66,98,53,152,171,20,11,92,44,51,20,87,41,66,45,70,6,25,14,25,21,16,12,27,27,22,25,10,22,30,2,30,19,1,7,22,1,TeslaCrypt
teslacrypt_47.exe,13,90,28,27,28,131,88,66,16,311,19,18,83,151,265,68,52,86,78,32,33,100,43,88,44,81,10,2,22,26,9,20,1,11,20,24,15,14,3,1,3,16,15,1,3,2,1,TeslaCrypt
utility_78.exe,8,24,30,31,11,22,2,20,12,1,6,38,11,32,31,25,38,36,34,15,36,5,25,22,6,9,37,7,32,46,15,14,18,27,29,22,24,13,40,37,44,40,80,31,11,10,0,Utility
system_49.exe,8,24,36,8,24,11,33,33,38,2,17,7,1,12,8,26,25,16,22,48,16,11,11,40,40,6,15,49,34,32,10,41,20,20,42,13,26,9,49,32,48,28,34,31,28,37,0,System
cerber_84.exe,16,67,84,83,64,17,52,26,159,277,88,85,29,56,86,18,66,76,68,336,58,49,42,24,77,90,23,26,5,23,3,17,15,23,23,8,25,25,30,8,9,4,21,3,24,2,1,Cerber
office_76.exe,0,27,9,22,6,32,37,28,40,1,14,35,14,31,26,34,15,27,16,10,29,9,17,19,32,31,47,21,25,40,16,34,9,11,18,27,47,50,30,50,30,12,55,16,33,20,0,Office
system_34.exe,12,0,9,10,8,28,38,21,10,0,37,13,14,24,39,3,38,25,5,47,33,1,32,40,13,21,47,22,6,39,43,26,47,13,15,24,26,49,27,34,47,21,10,20,41,25,0,System
office_67.exe,11,27,11,26,15,36,37,5,24,0,1,31,22,2,36,1,0,25,15,53,30,38,30,40,9,23,27,8,10,17,23,13,38,31,17,23,47,6,23,32,8,21,65,19,13,24,0,Office
office_94.exe,7,18,39,3,15,16,1,39,39,5,28,32,22,3,4,1,23,28,36,23,14,12,8,6,12,39,43,35,46,45,6,35,9,42,49,41,42,31,30,36,45,38,69,11,41,11,0,Office
office_30.exe,11,23,16,9,40,1,17,16,7,2,25,9,28,5,34,2,23,7,13,44,17,10,23,33,14,11,50,20,25,30,19,28,21,27,32,9,39,19,41,47,37,45,16,28,8,43,0,Office
office_81.exe,28,26,40,34,14,39,33,20,13,5,12,3,1,18,22,28,33,17,20,57,1,7,33,14,7,7,23,42,33,45,47,19,17,5,31,21,5,26,49,26,48,49,65,47,23,6,0,Office
utility_7.exe,29,33,34,33,25,15,15,11,12,1,40,32,25,23,11,10,2,1,25,28,30,36,0,13,1,29,44,47,9,31,39,44,5,25,9,29,38,45,40,43,9,20,21,38,16,33,0,Utility
teslacrypt_73.exe,33,96,24,19,60,216,96,45,70,126,44,84,50,171,276,24,79,40,26,67,10,73,69,21,99,23,2,10,8,20,22,14,15,16,28,10,17,29,30,23,14,21,30,15,14,11,1,TeslaCrypt
teslacrypt_78.exe,93,60,73,97,63,202,37,83,49,116,56,21,57,203,324,78,62,66,21,45,42,88,17,63,99,50,26,14,6,22,24,16,28,22,15,17,9,9,2,27,27,16,7,29,11,30,1,TeslaCrypt
locky_103.exe,175,66,72,73,93,77,76,228,34,114,13,167,19,37,79,30,45,24,97,67,46,65,41,26,66,26,5,26,15,9,13,28,18,16,22,14,20,12,21,11,6,1,6,17,20,29,1,Locky
cerber_102.exe,55,120,14,19,87,32,97,16,122,135,60,27,47,67,98,99,26,33,58,422,91,49,11,82,23,62,30,14,30,8,22,5,14,4,16,15,22,15,26,3,14,22,1,22,17,15,1,Cerber
utility_28.exe,18,9,22,11,38,29,39,6,0,3,4,25,26,38,38,38,30,15,35,36,14,36,21,26,36,10,44,10,50,43,7,11,40,25,25,7,33,49,48,48,38,49,33,17,17,16,0,Utility
locky_87.exe,156,54,57,39,69,39,56,167,19,97,85,170,13,22,58,60,15,83,39,81,89,76,29,47,66,49,7,29,24,4,9,5,27,10,19,30,29,20,24,15,5,1,22,26,4,9,1,Locky
wannacry_79.exe,23,88,32,133,89,29,33,85,15,284,74,43,30,12,261,47,31,96,50,395,98,60,99,84,60,73,25,4,21,28,26,25,26,18,20,11,5,1,22,12,16,25,29,26,27,21,1,WannaCry
locky_23.exe,141,30,41,75,62,93,68,128,93,189,55,140,26,11,66,31,25,56,50,30,81,100,96,81,48,34,2,20,15,6,10,7,7,25,21,4,8,14,2,15,30,21,9,13,15,12,1,Locky
cerber_52.exe,16,42,22,25,81,40,25,75,81,266,20,90,57,16,60,24,42,78,57,277,38,33,29,51,87,58,9,25,20,27,24,6,18,17,7,22,25,18,3,10,10,27,5,7,1,19,1,Cerber
browser_28.exe,29,26,21,35,5,7,32,17,38,0,28,29,13,12,0,10,20,11,9,30,31,15,4,18,14,25,26,37,38,29,34,25,37,30,12,38,49,23,14,23,6,34,58,13,50,16,0,Browser
utility_77.exe,7,26,40,21,11,13,6,12,31,2,2,40,33,26,35,20,14,8,32,56,18,18,12,21,20,37,9,38,8,24,32,50,18,49,8,8,41,14,23,15,15,32,38,34,27,20,0,Utility
office_6.exe,14,28,19,13,35,21,38,39,21,2,18,25,7,3,12,38,5,31,18,21,26,5,22,8,39,0,39,10,28,19,13,15,47,12,32,5,45,21,11,33,19,25,18,12,45,14,0,Office
cerber_92.exe,57,82,69,54,66,99,47,68,151,91,17,42,39,43,79,17,56,75,26,334,91,58,73,79,43,66,15,12,14,5,21,11,30,13,11,4,2,7,4,12,15,5,21,25,11,17,1,Cerber
teslacrypt_110.exe,77,60,99,39,59,103,81,92,20,190,43,98,23,149,189,73,40,24,18,16,50,89,92,59,24,20,19,15,1,22,21,7,25,19,2,22,30,9,21,1,20,3,4,20,29,20,1,TeslaCrypt
utility_11.exe,19,38,8,4,11,26,36,19,21,5,14,24,27,23,14,24,36,30,16,43,14,40,8,27,0,25,7,49,46,23,37,12,28,16,50,6,29,32,38,12,39,12,49,28,42,28,0,Utility
locky_8.exe,160,71,90,70,65,79,57,213,59,134,32,294,75,92,79,41,15,76,95,98,25,63,65,84,45,28,24,9,13,18,17,23,15,26,5,22,3,11,23,11,13,19,25,28,24,5,1,Locky
utility_3.exe,15,1,14,29,11,10,10,5,35,1,25,6,38,4,30,30,19,27,32,22,19,29,22,6,13,16,41,22,41,32,30,29,46,9,32,10,23,14,30,49,49,22,71,37,44,11,0,Utility
cerber_61.exe,28,92,30,73,58,56,27,90,152,259,47,72,14,74,67,59,60,41,86,448,50,84,47,56,22,93,9,10,21,5,7,19,29,5,19,7,2,3,23,26,5,9,15,4,29,19,1,Cerber
utility_22.exe,28,31,36,12,27,26,0,24,26,0,27,2,4,32,22,5,40,16,30,48,29,10,6,29,28,12,16,46,21,40,5,45,31,45,36,14,14,32,32,17,19,46,40,40,24,45,0,Utility
browser_29.exe,11,20,17,27,3,24,13,39,27,5,22,28,26,23,2,13,30,39,30,75,31,4,22,15,9,9,49,42,24,24,15,50,46,16,19,19,19,48,20,26,35,13,24,18,42,5,0,Browser
wannacry_0.exe,82,86,55,139,94,40,13,52,23,254,58,23,74,32,306,37,54,67,86,285,38,89,35,23,98,41,12,27,8,9,30,13,1,2,6,2,28,14,9,1,28,6,14,23,7,1,1,WannaCry
cerber_66.exe,18,42,53,20,38,26,62,19,120,180,23,57,82,35,44,13,86,24,27,214,79,70,79,47,68,39,23,4,16,7,21,18,8,30,30,28,26,11,11,10,22,25,6,23,15,20,1,Cerber
utility_6.exe,31,28,29,20,15,3,5,12,32,1,39,13,19,38,23,10,10,14,12,79,34,1,30,6,15,37,18,14,13,24,7,49,15,42,26,29,26,37,30,45,15,5,76,28,49,45,0,Utility
office_47.exe,9,21,7,9,23,20,28,3,14,0,35,31,37,25,2,39,40,35,21,19,7,10,0,31,36,16,14,46,49,29,50,37,43,44,31,41,23,44,31,32,6,47,30,45,22,39,0,Office
game_72.exe,39,36,8,29,0,39,14,18,24,3,38,23,19,9,11,19,13,8,26,74,23,18,4,28,3,10,31,21,44,41,16,43,28,18,14,24,41,39,12,37,44,20,32,26,43,42,0,Game
office_32.exe,5,3,15,3,0,40,18,0,21,3,24,2,39,3,11,14,37,24,2,18,39,26,25,5,16,13,34,24,36,46,27,38,16,6,42,28,24,18,44,32,22,27,53,11,14,23,0,Office
teslacrypt_102.exe,27,72,44,66,34,181,51,31,44,162,71,60,45,88,163,46,63,59,50,81,37,12,93,31,45,47,27,21,11,21,23,1,12,17,18,20,28,23,10,30,28,26,20,4,8,16,1,TeslaCrypt
teslacrypt_29.exe,81,100,81,28,89,222,74,15,96,307,60,49,64,215,143,98,45,76,95,14,81,62,54,23,19,28,23,20,18,1,6,13,14,23,16,20,14,22,8,10,3,24,5,30,7,3,1,TeslaCrypt
locky_47.exe,71,67,31,12,15,68,67,133,87,143,52,206,32,78,29,39,59,39,24,11,83,22,19,16,70,97,2,27,29,19,6,29,8,7,26,19,23,13,4,29,4,19,28,18,17,7,1,Locky
locky_0.exe,178,64,76,61,15,17,21,328,46,139,62,293,42,24,58,97,94,95,99,64,31,81,14,100,29,13,27,28,6,19,1,19,30,14,22,25,19,21,29,18,21,22,12,8,6,1,1,Locky
teslacrypt_19.exe,81,74,58,42,70,159,76,20,59,165,67,53,84,214,251,66,71,45,27,78,35,42,63,97,72,70,9,27,18,25,27,18,9,25,22,1,15,19,5,7,13,13,9,30,2,16,1,TeslaCrypt
teslacrypt_45.exe,31,84,75,29,85,122,69,33,20,118,34,35,50,90,227,55,54,15,90,14,26,38,43,60,66,40,7,27,15,20,10,19,20,30,12,4,20,14,26,12,20,16,26,27,11,9,1,TeslaCrypt
office_52.exe,18,28,29,40,4,14,1,9,28,1,13,12,12,32,26,28,12,30,29,58,35,8,5,4,30,13,45,28,10,16,12,22,18,21,22,10,42,13,23,48,5,43,44,10,10,12,0,Office
system_3.exe,12,12,36,30,32,39,40,25,16,0,4,9,11,19,26,21,0,26,9,53,26,22,27,1,17,25,45,16,27,36,40,15,45,45,5,28,47,50,41,16,43,49,24,26,23,47,0,System
wannacry_90.exe,78,89,71,77,40,99,71,91,24,135,52,12,40,96,230,75,86,53,80,394,31,12,46,72,13,54,11,15,19,20,17,25,1,10,14,4,19,9,20,4,5,4,14,7,16,29,1,WannaCry
system_39.exe,19,13,3,23,16,6,3,17,18,1,1,9,9,5,20,40,29,37,23,17,24,38,33,40,4,6,17,35,37,38,12,17,44,28,21,40,36,47,8,24,41,40,27,48,30,5,0,System
locky_56.exe,95,81,38,65,61,70,48,173,60,179,82,153,76,39,15,93,88,21,76,97,99,25,64,87,76,24,19,1,8,14,13,15,9,18,2,1,15,24,24,26,9,9,21,22,18,26,1,Locky
cerber_24.exe,20,101,60,31,83,25,85,100,106,164,68,63,62,47,30,70,79,94,92,352,44,91,62,33,56,65,25,20,15,28,19,3,25,27,16,11,30,20,23,2,3,13,12,27,3,27,1,Cerber
game_95.exe,12,14,0,10,39,15,33,40,39,3,24,3,22,2,39,38,37,15,36,53,10,30,36,18,0,31,37,10,26,32,17,48,24,12,23,28,15,44,7,16,14,21,21,40,17,49,0,Game
wannacry_69.exe,51,15,13,110,14,28,17,57,24,154,92,65,60,77,372,11,20,89,43,487,78,27,80,63,57,34,24,14,16,25,4,7,28,9,24,10,4,21,8,9,8,7,19,11,7,27,1,WannaCry
cerber_41.exe,68,74,60,84,69,17,41,89,146,238,22,97,63,65,53,26,93,17,17,435,100,22,36,48,48,56,13,8,18,14,7,17,2,30,29,21,19,27,20,1,11,29,25,22,7,2,1,Cerber
locky_6.exe,130,39,29,97,56,27,78,117,63,202,62,244,68,64,81,95,99,36,85,98,76,16,13,99,44,67,2,24,6,26,19,9,9,28,10,17,24,2,13,2,3,5,24,30,17,26,1,Locky
cerber_50.exe,91,113,63,25,49,68,73,94,107,229,61,64,14,87,33,75,84,97,39,500,13,30,21,41,59,70,13,3,24,21,10,25,15,25,6,9,16,9,6,8,7,10,20,5,13,29,1,Cerber
teslacrypt_49.exe,26,75,77,81,66,163,17,21,87,143,96,11,71,137,335,83,37,66,66,21,57,19,56,48,65,96,29,9,8,25,5,7,9,9,28,9,25,5,21,6,4,27,29,3,8,14,1,TeslaCrypt
cerber_76.exe,77,119,42,70,42,91,31,42,100,231,49,38,85,14,75,92,51,47,12,223,68,29,68,95,50,92,1,23,20,11,1,12,1,17,21,24,1,16,19,25,19,27,15,21,20,15,1,Cerber
locky_19.exe,136,95,72,62,52,14,62,154,64,89,35,240,81,55,16,17,32,67,41,11,65,49,65,24,83,56,15,4,27,23,1,26,12,2,6,9,20,8,20,19,19,30,6,19,22,24,1,Locky
teslacrypt_48.exe,22,54,66,85,41,195,33,71,38,195,30,90,58,194,355,47,65,95,84,51,82,46,77,96,32,54,27,6,27,23,9,11,5,24,29,4,23,29,30,17,16,15,5,15,18,19,1,TeslaCrypt
office_80.exe,20,25,9,5,4,4,30,30,12,5,39,21,9,11,5,31,36,31,7,59,11,30,8,38,3,29,19,49,18,6,24,21,35,10,10,40,11,47,47,47,40,38,54,35,35,14,0,Office
locky_10.exe,107,42,95,68,51,40,56,338,90,102,45,152,69,13,32,67,64,89,20,34,56,11,28,43,47,97,25,26,14,23,2,13,10,11,30,18,8,12,20,29,2,29,24,27,15,6,1,Locky
teslacrypt_75.exe,69,15,51,39,31,213,88,34,71,164,38,64,17,143,362,15,18,50,29,93,25,41,90,61,77,15,25,6,8,18,17,13,7,14,18,3,16,19,9,13,12,21,20,20,23,15,1,TeslaCrypt
locky_39.exe,124,73,55,58,92,56,65,161,80,150,30,173,53,48,28,26,10,81,38,62,85,51,96,15,23,17,5,15,6,3,24,8,4,21,8,5,15,28,11,24,15,15,9,5,30,26,1,Locky
wannacry_28.exe,59,22,35,94,81,24,38,49,18,159,61,85,40,67,206,39,27,24,99,336,10,98,41,64,27,47,9,3,13,3,7,7,12,7,14,1,1,22,28,22,2,25,26,24,21,10,1,WannaCry
utility_73.exe,13,37,21,19,12,4,2,16,10,4,23,7,16,40,9,40,28,7,15,24,27,3,21,25,40,1,22,32,38,22,36,42,13,48,25,48,33,22,38,10,7,50,43,48,10,36,0,Utility
locky_68.exe,168,29,99,50,54,27,39,306,83,191,12,295,10,88,32,74,51,79,10,82,36,10,96,70,66,14,23,4,22,5,24,30,5,17,26,20,5,8,20,15,6,21,10,6,14,9,1,Locky
teslacrypt_13.exe,69,45,43,32,80,110,55,16,81,154,81,53,22,174,197,92,80,17,11,24,15,81,58,75,14,91,24,28,8,18,1,25,25,9,17,17,23,28,28,20,11,25,19,29,6,24,1,TeslaCrypt
game_52.exe,6,35,9,9,6,32,14,29,23,5,5,4,31,12,2,22,6,15,30,36,3,15,24,17,7,5,47,38,23,18,44,38,36,13,33,9,44,39,11,16,33,47,74,10,33,9,0,Game
locky_44.exe,99,32,22,40,92,20,63,172,53,107,66,131,57,28,18,45,78,71,40,79,10,31,45,100,98,73,3,11,21,8,10,19,10,29,19,16,26,16,9,6,26,10,20,9,22,4,1,Locky
utility_5.exe,1,37,23,1,13,30,6,21,28,4,38,38,32,40,6,9,12,40,39,56,18,38,23,11,12,5,14,11,6,6,7,38,37,45,48,47,26,15,7,32,40,31,17,41,35,46,0,Utility
locky_15.exe,86,81,17,38,13,67,33,106,38,228,76,123,23,31,53,69,13,13,11,85,70,76,92,73,42,42,25,9,16,29,1,11,18,14,23,3,10,3,6,27,20,17,1,8,20,17,1,Locky
